 Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Temp. (K),Discovery method,Discovery Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,Mass Category,Period Category,Distance Category,Radius Category,Star Temp Category,IS Habbitable
Kepler-374c,1.981,0.098,3.283,0.042,1442.00,Transit,2006,4280.000,0.840,5977,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-374d,1.981,0.117,5.028,0.056,1442.00,Transit,2006,4280.000,0.840,5977,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-375b,1.981,0.129,12.126,0.101,1442.00,Transit,2006,4180.000,0.890,5826,None,Giant,Short,Far,Small,Sun-like,0
Kepler-375c,1.981,0.236,19.986,0.141,1442.00,Transit,2006,4180.000,0.890,5826,None,Giant,Short,Far,Small,Sun-like,0
Kepler-376b,1.981,0.095,4.920,0.057,1442.00,Transit,2006,3090.000,1.050,5900,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-376c,1.981,0.160,14.172,0.115,1442.00,Transit,2006,3090.000,1.050,5900,None,Giant,Short,Far,Small,Sun-like,0
Kepler-377b,1.981,0.124,12.510,0.109,1442.00,Transit,2006,2750.000,0.880,5949,None,Giant,Short,Far,Small,Sun-like,0
Kepler-377c,1.981,0.184,27.015,0.182,1442.00,Transit,2006,2750.000,0.880,5949,None,Giant,Short,Far,Small,Sun-like,0
Kepler-378b,1.981,0.067,16.092,0.112,1442.00,Transit,2006,498.300,0.960,4661,None,Giant,Short,Mid-Range,Small,Sun-like,0
Kepler-378c,1.981,0.062,28.906,0.166,1442.00,Transit,2006,498.300,0.960,4661,None,Giant,Short,Mid-Range,Small,Sun-like,0
Kepler-379b,1.981,0.148,20.098,0.152,1442.00,Transit,2006,2430.000,1.080,6054,None,Giant,Short,Far,Small,Hot,0
Kepler-379c,1.981,0.204,62.785,0.326,1442.00,Transit,2006,2430.000,1.080,6054,None,Giant,Short,Far,Small,Hot,0
Kepler-37b,0.031,0.029,13.368,1442.000,1442.00,Transit,2006,220.000,0.800,5417,None,Small,Short,Mid-Range,Small,Sun-like,0
Kepler-37c,0.038,0.067,21.302,1442.000,1442.00,Transit,2006,220.000,0.800,5417,None,Small,Short,Mid-Range,Small,Sun-like,0
Kepler-37d,0.038,0.173,39.792,1442.000,1442.00,Transit,2006,220.000,0.800,5417,None,Small,Short,Mid-Range,Small,Sun-like,0
Kepler-37e,1.981,1.166,51.196,1442.000,1442.00,Timing,2006,220.000,0.800,5417,None,Giant,Short,Mid-Range,Medium,Sun-like,0
Kepler-380b,1.981,0.106,3.931,0.050,1442.00,Transit,2006,2710.000,1.050,6045,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-380c,1.981,0.113,7.630,0.078,1442.00,Transit,2006,2710.000,1.050,6045,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-381b,1.981,0.088,5.629,0.066,1442.00,Transit,2006,878.000,1.340,6152,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-381c,1.981,0.100,13.392,0.117,1442.00,Transit,2006,878.000,1.340,6152,None,Giant,Short,Far,Small,Hot,0
Kepler-382b,1.981,0.118,5.262,0.055,1442.00,Transit,2006,3130.000,0.800,5600,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-382c,1.981,0.142,12.163,0.097,1442.00,Transit,2006,3130.000,0.800,5600,None,Giant,Short,Far,Small,Sun-like,0
Kepler-383b,1.981,0.118,12.905,0.095,1442.00,Transit,2006,1695.000,0.670,4710,None,Giant,Short,Far,Small,Sun-like,0
Kepler-383c,1.981,0.111,31.201,0.172,1442.00,Transit,2006,1695.000,0.670,4710,None,Giant,Short,Far,Small,Sun-like,0
Kepler-384b,1.981,0.100,22.597,0.148,1442.00,Transit,2006,2990.000,0.760,5577,None,Giant,Short,Far,Small,Sun-like,0
Kepler-384c,1.981,0.101,45.348,0.236,1442.00,Transit,2006,2990.000,0.760,5577,None,Giant,Short,Far,Small,Sun-like,0
Kepler-385b,1.981,0.244,10.044,0.097,1442.00,Transit,2006,4870.000,1.090,6326,None,Giant,Short,Far,Small,Hot,0
Kepler-385c,1.981,0.271,15.163,0.127,1442.00,Transit,2006,4870.000,1.090,6326,None,Giant,Short,Far,Small,Hot,0
Kepler-385d,1.981,0.233,56.416,1442.000,1442.00,Transit,2006,4870.000,1.080,5601,None,Giant,Short,Far,Small,Sun-like,0
Kepler-386b,1.981,0.124,12.310,0.096,1442.00,Transit,2006,2950.000,0.740,5178,None,Giant,Short,Far,Small,Sun-like,0
Kepler-386c,1.981,0.141,25.193,0.155,1442.00,Transit,2006,2950.000,0.740,5178,None,Giant,Short,Far,Small,Sun-like,0
Kepler-387b,1.981,0.092,6.792,0.068,1442.00,Transit,2006,2670.000,1.030,5774,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-387c,1.981,0.079,11.838,0.098,1442.00,Transit,2006,2670.000,1.030,5774,None,Giant,Short,Far,Small,Sun-like,0
Kepler-388b,1.981,0.072,3.173,0.036,1442.00,Transit,2006,2000.000,0.590,4498,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-388c,1.981,0.077,13.297,0.093,1442.00,Transit,2006,2000.000,0.590,4498,None,Giant,Short,Far,Small,Sun-like,0
Kepler-389b,1.981,0.135,3.244,0.041,1442.00,Transit,2006,2720.000,0.780,5376,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-389c,1.981,0.130,14.511,0.110,1442.00,Transit,2006,2720.000,0.780,5376,None,Giant,Short,Far,Small,Sun-like,0
Kepler-38b,0.384,0.384,105.599,0.463,1442.00,Transit,2006,2000.000,0.940,5623,None,Medium,Long,Far,Small,Sun-like,0
Kepler-390b,1.981,0.073,6.738,0.065,1442.00,Transit,2006,1437.000,0.670,5166,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-390c,1.981,0.070,13.060,0.101,1442.00,Transit,2006,1437.000,0.670,5166,None,Giant,Short,Far,Small,Sun-like,0
Kepler-391b,1.981,0.285,7.417,0.082,1442.00,Transit,2006,2900.000,1.220,4940,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-391c,1.981,0.316,20.485,0.161,1442.00,Transit,2006,2900.000,1.220,4940,None,Giant,Short,Far,Small,Sun-like,0
Kepler-392b,1.981,0.089,5.342,0.059,1442.00,Transit,2006,2260.000,1.130,5938,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-392c,1.981,0.098,10.423,0.093,1442.00,Transit,2006,2260.000,1.130,5938,None,Giant,Short,Far,Small,Sun-like,0
Kepler-393b,1.981,0.115,9.182,0.091,1442.00,Transit,2006,2940.000,1.320,6189,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-393c,1.981,0.119,14.614,0.124,1442.00,Transit,2006,2940.000,1.320,6189,None,Giant,Short,Far,Small,Hot,0
Kepler-394b,1.981,0.143,8.005,0.083,1442.00,Transit,2006,3560.000,1.110,6402,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-394c,1.981,0.148,12.131,0.110,1442.00,Transit,2006,3560.000,1.110,6402,None,Giant,Short,Far,Small,Hot,0
Kepler-395b,1.981,0.092,7.054,0.061,1442.00,Transit,2006,1390.000,0.530,4262,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-395c,1.981,0.118,34.989,0.177,1442.00,Transit,2006,1390.000,0.530,4262,Potentially habitable exoplanet,Giant,Short,Far,Small,Sun-like,0
Kepler-396b,0.238,0.312,42.994,1442.000,1442.00,Transit,2006,734.000,0.850,5384,KOI-2672.01,Medium,Short,Far,Small,Sun-like,0
Kepler-396c,0.056,0.473,88.505,1442.000,1442.00,Transit,2006,734.000,0.850,5384,KOI-2672.02,Small,Short,Far,Small,Sun-like,0
Kepler-397b,1.981,0.219,22.251,0.144,1442.00,Transit,2006,3760.000,1.080,5307,None,Giant,Short,Far,Small,Sun-like,0
Kepler-397c,1.981,0.551,135.499,0.480,1442.00,Transit,2006,3760.000,1.080,5307,None,Giant,Long,Far,Medium,Sun-like,0
Kepler-398b,1.981,0.083,4.081,0.044,1442.00,Transit,2006,581.400,1.080,4493,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-398c,1.981,0.090,11.419,0.087,1442.00,Transit,2006,581.400,1.080,4493,None,Giant,Short,Far,Small,Sun-like,0
Kepler-398d,1.981,0.079,6.834,1442.000,1442.00,Transit,2006,581.400,1.080,4493,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-399b,1.981,0.086,14.425,0.103,1442.00,Transit,2006,4400.000,1.080,5502,None,Giant,Short,Far,Small,Sun-like,0
Kepler-399c,1.981,0.128,26.676,0.155,1442.00,Transit,2006,4400.000,1.080,5502,None,Giant,Short,Far,Small,Sun-like,0
Kepler-399d,1.981,0.169,58.035,0.261,1442.00,Transit,2006,4400.000,1.080,5502,None,Giant,Short,Far,Small,Sun-like,0
Kepler-39b,20.100,1.240,21.087,0.164,897.00,Transit,2006,3557.000,1.290,6350,brown dwarf,Giant,Short,Far,Medium,Hot,0
Kepler-400b,1.981,0.147,9.024,0.087,1442.00,Transit,2006,2340.000,1.080,5886,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-400c,1.981,0.133,17.341,0.134,1442.00,Transit,2006,2340.000,1.080,5886,None,Giant,Short,Far,Small,Sun-like,0
Kepler-401b,1.981,0.153,14.383,0.122,1442.00,Transit,2006,3230.000,1.080,6117,None,Giant,Short,Far,Small,Hot,0
Kepler-401c,1.981,0.192,47.318,0.269,1442.00,Transit,2006,3230.000,1.080,6117,None,Giant,Short,Far,Small,Hot,0
Kepler-401d,1.981,0.203,184.256,1442.000,1442.00,Transit,2006,3230.000,1.080,6117,None,Giant,Long,Far,Small,Hot,0
Kepler-402b,1.981,0.109,4.029,0.051,1442.00,Transit,2006,2070.000,1.080,6090,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-402c,1.981,0.139,6.125,0.068,1442.00,Transit,2006,2070.000,1.080,6090,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-402d,1.981,0.123,8.921,0.087,1442.00,Transit,2006,2070.000,1.080,6090,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-402e,1.981,0.130,11.243,0.102,1442.00,Transit,2006,2070.000,1.080,6090,None,Giant,Short,Far,Small,Hot,0
Kepler-403b,1.981,0.112,7.031,0.076,1442.00,Transit,2006,2800.000,1.080,6090,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-403c,1.981,0.156,54.281,0.297,1442.00,Transit,2006,2800.000,1.080,6090,None,Giant,Short,Far,Small,Hot,0
Kepler-403d,1.981,0.127,13.612,1442.000,1442.00,Transit,2006,2800.000,1.080,6090,None,Giant,Short,Far,Small,Hot,0
Kepler-404b,1.981,0.113,11.830,0.102,1442.00,Transit,2006,2710.000,1.080,5654,None,Giant,Short,Far,Small,Sun-like,0
Kepler-404c,1.981,0.153,14.751,0.118,1442.00,Transit,2006,2710.000,1.080,5654,None,Giant,Short,Far,Small,Sun-like,0
Kepler-405b,1.981,0.186,10.614,0.095,1442.00,Transit,2006,3570.000,1.080,5818,None,Giant,Short,Far,Small,Sun-like,0
Kepler-405c,1.981,0.416,29.727,0.188,1442.00,Transit,2006,3570.000,1.080,5818,None,Giant,Short,Far,Small,Sun-like,0
Kepler-406b,0.020,0.128,2.426,1442.000,1442.00,Transit,2006,1199.000,1.070,5538,None,Small,Ultra Short,Far,Small,Sun-like,0
Kepler-406c,0.009,0.076,4.623,1442.000,1442.00,Transit,2006,1199.000,1.070,5538,None,Small,Ultra Short,Far,Small,Sun-like,0
Kepler-407b,1.981,0.095,0.669,1442.000,1442.00,Transit,2006,1114.000,1.000,5476,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-407c,12.600,1.166,3000.000,1442.000,1442.00,Radial Velocity,2006,1114.000,1.000,5476,None,Giant,Long,Far,Medium,Sun-like,0
Kepler-408b,1.981,0.073,2.465,1442.000,1442.00,Transit,2006,290.300,1.080,6104,"Host star known as HD 176693 or KOI-1612. Reported as 2.1% false positive probable in 2014, but confirmed by 2016.",Giant,Ultra Short,Mid-Range,Small,Hot,0
Kepler-409b,1.981,0.106,68.958,1442.000,1442.00,Transit,2006,222.800,0.920,5460,Host star known as Gliese 409,Giant,Short,Mid-Range,Small,Sun-like,0
Kepler-40b,2.200,1.170,6.873,0.080,1620.00,Transit,2006,8807.000,1.480,6510,None,Giant,Ultra Short,Far,Medium,Hot,0
Kepler-410Ab,1.981,0.253,17.834,0.123,1442.00,Transit,2006,430.000,1.210,6273,None,Giant,Short,Mid-Range,Small,Hot,0
Kepler-411b,1.981,0.168,3.005,0.038,1040.00,Transit,2006,503.500,0.830,4974,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-411c,1.981,0.292,7.834,1442.000,1442.00,Transit,2006,503.500,0.830,4974,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-411d,0.048,0.296,58.020,0.279,410.00,Transit,2006,500.940,0.870,5601,None,Small,Short,Far,Small,Sun-like,0
Kepler-411e,0.034,1.166,31.510,0.186,503.00,Timing,2006,500.940,0.870,5601,None,Small,Short,Far,Medium,Sun-like,0
Kepler-412b,0.941,1.341,1.721,0.029,1442.00,Transit,2006,3650.000,1.170,5750,None,Medium,Ultra Short,Far,Medium,Sun-like,0
Kepler-413b,0.211,0.388,66.262,0.355,1442.00,Transit,2006,2830.000,0.820,4700,None,Medium,Short,Far,Small,Sun-like,0
Kepler-414b,0.011,0.153,4.700,1442.000,1442.00,Timing,2006,1364.000,0.890,5601,None,Small,Ultra Short,Far,Small,Sun-like,0
Kepler-414c,0.094,0.269,7.171,1442.000,1442.00,Timing,2006,1364.000,0.890,5601,None,Small,Ultra Short,Far,Small,Sun-like,0
Kepler-415b,0.377,0.108,4.176,1442.000,1442.00,Timing,2006,1750.000,0.670,5601,None,Medium,Ultra Short,Far,Small,Sun-like,0
Kepler-415c,1.981,1.166,8.708,1442.000,1442.00,Transit,2006,1750.000,0.670,5601,?,Giant,Ultra Short,Far,Medium,Sun-like,0
Kepler-416b,0.183,0.221,6.319,1442.000,1442.00,Timing,2006,2290.000,1.000,5601,None,Medium,Ultra Short,Far,Small,Sun-like,0
Kepler-416c,1.981,1.166,12.209,1442.000,1442.00,Transit,2006,2290.000,1.000,5601,?,Giant,Short,Far,Medium,Sun-like,0
Kepler-417b,0.035,0.206,12.331,1442.000,1442.00,Transit,2006,3250.000,0.900,5601,None,Small,Short,Far,Small,Sun-like,0
Kepler-417c,1.981,1.166,15.943,1442.000,1442.00,Transit,2006,3250.000,0.900,5601,?,Giant,Short,Far,Medium,Sun-like,0
Kepler-418b,1.100,1.200,86.679,1442.000,1442.00,Transit,2006,3360.000,0.980,5820,None,Giant,Short,Far,Medium,Sun-like,0
Kepler-419b,2.500,0.960,69.755,0.370,1442.00,Transit,2006,3390.000,1.390,6430,None,Giant,Short,Far,Medium,Hot,0
Kepler-419c,7.300,1.166,675.470,1.680,1442.00,Timing,2006,3390.000,1.390,6430,None,Giant,Long,Far,Medium,Hot,0
Kepler-41b,0.560,1.290,1.856,0.031,1790.00,Transit,2006,3680.000,1.150,5750,None,Medium,Ultra Short,Far,Medium,Sun-like,0
Kepler-420Ab,1.450,0.940,86.648,0.382,511.00,Transit,2006,2900.000,0.990,5520,None,Giant,Short,Far,Medium,Sun-like,0
Kepler-421b,1.981,0.371,704.198,1.219,1442.00,Transit,2006,1148.000,0.790,5308,None,Giant,Long,Far,Small,Sun-like,0
Kepler-422b,0.430,1.150,7.891,0.082,1442.00,Transit,2006,2400.000,1.150,5972,None,Medium,Ultra Short,Far,Medium,Sun-like,0
Kepler-423b,0.595,1.192,2.684,0.036,1605.00,Transit,2006,2520.000,0.850,5560,None,Medium,Ultra Short,Far,Medium,Sun-like,0
Kepler-424b,1.030,0.890,3.312,0.044,1442.00,Transit,2006,2320.000,1.010,5460,None,Giant,Ultra Short,Far,Medium,Sun-like,0
Kepler-424c,6.970,1.166,223.300,0.730,1442.00,Radial Velocity,2006,2320.000,1.010,5460,None,Giant,Long,Far,Medium,Sun-like,0
Kepler-425b,0.250,0.978,3.797,0.046,1070.00,Transit,2006,2140.000,0.930,5170,None,Medium,Ultra Short,Far,Medium,Sun-like,0
Kepler-426b,0.340,1.090,3.218,0.041,1300.00,Transit,2006,2810.000,0.910,5725,None,Medium,Ultra Short,Far,Medium,Sun-like,0
Kepler-427b,0.290,1.230,10.291,0.091,1100.00,Transit,2006,3410.000,0.960,5800,None,Medium,Short,Far,Medium,Sun-like,0
Kepler-428b,1.270,1.080,3.526,0.043,1070.00,Transit,2006,2280.000,0.870,5150,None,Giant,Ultra Short,Far,Medium,Sun-like,0
Kepler-42b,1.981,0.070,1.214,0.012,519.00,Transit,2006,126.230,0.130,3068,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-42c,1.981,0.065,0.453,0.006,720.00,Transit,2006,126.230,0.130,3068,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-42d,1.981,0.051,1.865,0.015,450.00,Transit,2006,126.230,0.130,3068,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-43 b,3.230,1.219,3.024,0.046,1620.00,Transit,2006,3379.000,1.320,6041,None,Giant,Ultra Short,Far,Medium,Hot,0
Kepler-430b,1.981,0.290,35.968,0.224,667.00,Transit,2006,3070.000,1.170,5884,None,Giant,Short,Far,Small,Sun-like,0
Kepler-430c,1.981,0.160,110.979,0.476,458.00,Transit,2006,3070.000,1.170,5884,None,Giant,Long,Far,Small,Sun-like,0
Kepler-431b,1.981,0.068,6.803,0.072,1032.00,Transit,2006,1609.000,1.070,6004,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-431c,1.981,0.060,8.703,0.085,951.00,Transit,2006,1609.000,1.070,6004,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-431d,1.981,0.100,11.922,0.105,856.00,Transit,2006,1609.000,1.070,6004,None,Giant,Short,Far,Small,Hot,0
Kepler-432b,5.410,1.145,52.501,0.301,1442.00,Transit,2006,2830.000,1.320,4995,Eccentric orbit,Giant,Short,Far,Medium,Sun-like,0
Kepler-432c,2.430,1.166,406.200,1442.000,1442.00,Radial Velocity,2006,2830.000,1.320,4995,None,Giant,Long,Far,Medium,Sun-like,0
Kepler-433b,2.820,1.450,5.334,0.068,1442.00,Transit,2006,6100.000,1.460,6360,Host star also known as KOI-206,Giant,Ultra Short,Far,Medium,Hot,0
Kepler-434b,2.860,1.130,12.875,0.114,1442.00,Transit,2006,4000.000,1.200,5977,Host star also known as KOI-614,Giant,Short,Far,Medium,Sun-like,0
Kepler-435b,0.840,1.990,8.600,0.095,1442.00,Transit,2006,6800.000,1.540,6161,Host star also known as KOI-680,Medium,Ultra Short,Far,Large,Hot,0
Kepler-436b,1.981,0.240,64.002,0.339,1442.00,Transit,2006,2020.000,0.730,4651,Host star also known as KOI-2529,Giant,Short,Far,Small,Sun-like,0
Kepler-436c,1.981,0.208,16.797,1442.000,1442.00,Transit,2006,2020.000,0.730,4651,None,Giant,Short,Far,Small,Sun-like,0
Kepler-437b,1.981,0.190,66.651,0.288,1442.00,Transit,2006,1360.000,0.710,4551,Host star also known as KOI-3255,Giant,Short,Far,Small,Sun-like,0
Kepler-438b,1.981,0.100,35.233,0.166,1442.00,Transit,2006,470.000,0.540,3748,Host star also known as KOI-3284,Giant,Short,Mid-Range,Small,Cool,0
Kepler-439b,1.981,0.200,178.140,0.563,1442.00,Transit,2006,2260.000,0.880,5431,Host star also known as KOI-4005,Giant,Long,Far,Small,Sun-like,0
Kepler-440b,1.981,0.170,101.111,0.242,1442.00,Transit,2006,850.000,0.570,4134,Host star also known as KOI-4087,Giant,Long,Far,Small,Sun-like,0
Kepler-441b,1.981,0.150,207.248,0.640,1442.00,Transit,2006,930.000,0.570,4340,Host star also known as KOI-4622,Giant,Long,Far,Small,Sun-like,0
Kepler-442b,1.981,0.120,112.305,0.409,1442.00,Transit,2006,1120.000,0.610,4402,"Potentially habitable exoplanet, host star also known as KOI-4742",Giant,Long,Far,Small,Sun-like,0
Kepler-443b,1.981,0.210,177.669,0.495,1442.00,Transit,2006,2540.000,0.740,4723,Host star also known as KOI-4745,Giant,Long,Far,Small,Sun-like,0
Kepler-444b,1.981,0.036,3.600,0.042,1442.00,Transit,2006,116.000,0.760,5046,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
Kepler-444c,1.981,0.044,4.546,0.049,1442.00,Transit,2006,116.000,0.760,5046,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
Kepler-444d,1.981,0.047,6.189,0.060,1442.00,Transit,2006,116.000,0.760,5046,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
Kepler-444e,1.981,0.049,7.743,0.070,1442.00,Transit,2006,116.000,0.760,5046,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
Kepler-444f,1.981,0.066,9.740,0.081,1442.00,Transit,2006,116.000,0.760,5046,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
Kepler-445b,1.981,0.140,2.984,1442.000,1442.00,Transit,2006,290.000,0.180,3157,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-445c,1.981,0.220,4.871,1442.000,1442.00,Transit,2006,290.000,0.180,3157,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-445d,1.981,0.110,8.153,1442.000,1442.00,Transit,2006,290.000,0.180,3157,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-446b,1.981,0.130,1.565,1442.000,1442.00,Transit,2006,390.000,0.220,3359,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-446c,1.981,0.100,3.036,1442.000,1442.00,Transit,2006,390.000,0.220,3359,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-446d,1.981,0.120,5.149,1442.000,1442.00,Transit,2006,390.000,0.220,3359,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
Kepler-447b,1.370,1.650,7.794,0.077,1442.00,Transit,2006,881.000,1.000,5493,None,Giant,Ultra Short,Far,Large,Sun-like,0
Kepler-448c,22.000,1.166,2500.000,4.200,1442.00,Timing,2006,1318.000,1.500,5601,None,Giant,Long,Far,Medium,Sun-like,0
Kepler-449b,1.981,0.183,12.582,1442.000,1442.00,Transit,2006,848.000,0.970,5601,Stellar companion in system,Giant,Short,Far,Small,Sun-like,0
Kepler-449c,1.981,0.247,33.673,1442.000,1442.00,Transit,2006,848.000,0.970,5601,Stellar companion in system,Giant,Short,Far,Small,Sun-like,0
Kepler-44b,1.000,1.090,3.247,0.045,1544.00,Transit,2006,4009.000,1.120,5800,None,Giant,Ultra Short,Far,Medium,Sun-like,0
Kepler-450b,1.981,0.548,28.455,1442.000,1442.00,Transit,2006,1506.000,1.350,5601,None,Giant,Short,Far,Medium,Sun-like,0
Kepler-450c,1.981,0.234,15.413,1442.000,1442.00,Transit,2006,1506.000,1.350,5601,None,Giant,Short,Far,Small,Sun-like,0
Kepler-450d,1.981,0.075,7.515,1442.000,1442.00,Transit,2006,1506.000,1.350,5601,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-451 c,1.610,1.166,1460.000,2.100,1442.00,Timing,2006,1340.000,0.480,5601,None,Giant,Long,Far,Medium,Sun-like,0
Kepler-451 d,1.760,1.166,43.000,0.200,1442.00,Timing,2006,1340.000,0.480,5601,None,Giant,Short,Far,Medium,Sun-like,0
Kepler-451b,1.900,1.166,416.000,0.920,1442.00,Timing,2006,1340.000,0.480,5601,"Circumbinary planet, controversial",Giant,Long,Far,Medium,Sun-like,0
Kepler-452b,1.981,0.145,384.843,1.046,265.00,Transit,2006,1828.000,1.040,5757,Potentially habitable exoplanet,Giant,Long,Far,Small,Sun-like,1
Kepler-453b,0.001,0.553,240.503,0.790,1442.00,Transit,2006,1463.000,0.940,5527,None,Small,Long,Far,Medium,Sun-like,0
Kepler-454b,0.022,0.211,10.574,0.095,1442.00,Transit,2006,758.000,1.030,5701,None,Small,Short,Far,Small,Sun-like,0
Kepler-454c,4.460,1.166,523.900,1442.000,1442.00,Radial Velocity,2006,758.000,1.030,5701,None,Giant,Long,Far,Medium,Sun-like,0
Kepler-455b,1.981,0.616,1322.300,1442.000,1442.00,Transit,2006,4100.000,0.980,6175,Host star also known as KIC 3558849,Giant,Long,Far,Medium,Hot,0
Kepler-456b,1.981,0.589,1320.100,1442.000,1442.00,Transit,2006,2480.000,0.980,6258,Host star also known as KIC 5951458,Giant,Long,Far,Medium,Hot,0
Kepler-457b,1.981,0.366,31.810,1442.000,1442.00,Transit,2006,3610.000,1.040,6474,Host star also known as KIC 8540376,Giant,Short,Far,Small,Hot,0
Kepler-457c,1.981,0.214,75.200,1442.000,1442.00,Transit,2006,3610.000,1.040,6474,Host star also known as KIC 8540376,Giant,Short,Far,Small,Hot,0
Kepler-458b,1.981,0.410,572.385,1442.000,1442.00,Transit,2006,5500.000,0.980,6065,Host star also known as KIC 9663113,Giant,Long,Far,Small,Hot,0
Kepler-459b,1.981,0.491,854.083,1442.000,1442.00,Transit,2006,5000.000,1.010,6091,Host star also known as KIC 10525077,Giant,Long,Far,Small,Hot,0
Kepler-45b,0.505,0.960,2.455,0.030,1000.00,Transit,2006,1086.000,0.590,3820,None,Medium,Ultra Short,Far,Medium,Cool,0
Kepler-460b,1.981,0.571,440.781,1442.000,1442.00,Transit,2006,4330.000,1.070,6340,Host star also known as KIC 5437945,Giant,Long,Far,Medium,Hot,0
Kepler-461b,1.981,0.230,8.314,1442.000,1442.00,Transit,2006,1530.000,0.980,5634,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-462b,1.981,0.336,84.688,1442.000,1442.00,Transit,2006,2390.000,1.590,7070,None,Giant,Short,Far,Small,Hot,0
Kepler-463b,1.981,0.272,8.981,1442.000,1442.00,Transit,2006,1100.000,0.870,5661,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-464b,1.981,0.294,7.257,1442.000,1442.00,Transit,2006,2130.000,1.210,5933,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-465b,1.981,0.263,9.941,1442.000,1442.00,Transit,2006,1910.000,1.230,6310,None,Giant,Ultra Short,Far,Small,Hot,0
Kepler-466b,1.981,0.254,51.079,1442.000,1442.00,Transit,2006,1420.000,1.040,5927,None,Giant,Short,Far,Small,Sun-like,0
Kepler-466c,1.981,0.112,3.709,1442.000,1442.00,Transit,2006,1420.000,1.040,5927,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-467b,1.981,0.201,24.993,1442.000,1442.00,Transit,2006,1490.000,1.050,5809,None,Giant,Short,Far,Small,Sun-like,0
Kepler-468b,1.981,1.190,38.479,1442.000,1442.00,Transit,2006,1550.000,0.960,5498,None,Giant,Short,Far,Medium,Sun-like,0
Kepler-46b,6.000,0.808,33.601,0.197,1442.00,Transit,2006,2790.000,0.900,5309,None,Giant,Short,Far,Medium,Sun-like,0
Kepler-46c,0.376,1.166,57.011,0.280,1442.00,Timing,2006,2790.000,0.900,5309,None,Medium,Short,Far,Medium,Sun-like,0
Kepler-46d,1.981,0.146,6.767,0.067,1442.00,Transit,2006,2790.000,0.900,5309,None,Giant,Ultra Short,Far,Small,Sun-like,0
Kepler-470b,1.981,1.288,24.669,1442.000,1442.00,Transit,2006,3230.000,1.400,6613,None,Giant,Short,Far,Medium,Hot,0
Kepler-471b,1.981,1.335,5.014,1442.000,1442.00,Transit,2006,4480.000,1.490,6733,None,Giant,Ultra Short,Far,Medium,Hot,0
Kepler-472b,1.981,0.287,4.176,1442.000,1442.00,Transit,2006,980.000,0.850,4996,None,Giant,Ultra Short,Far,Small,Sun-like,0
